?,?????,??????, ????? , ?????? ,?????,???????
113,KDL angiography  Catheter 3DRC,30, 386.0 ," 11,579.0 ",10-??? ??? ????? ? ?????,1/15/2024
114,KDL angiography  Catheter JL4.0 6F,10, 386.0 ," 3,859.7 ",10-??? ??? ????? ? ?????,1/15/2024
115,KDL angiography  Catheter JL3.5 6F,5, 386.0 ," 1,929.8 ",10-??? ??? ????? ? ?????,1/15/2024
296,KDL angiography  Catheter AL1  6F,5, 386.0 ," 1,929.8 ",10-??? ??? ????? ? ?????,1/30/2024
297,KDL angiography  Catheter AL2  6F,3, 386.0 ," 1,157.9 ",10-??? ??? ????? ? ?????,1/30/2024
298,KDL angiography  Catheter AL3 6F,2, 386.0 , 771.9 ,10-??? ??? ????? ? ?????,1/30/2024
299,KDL angiography  Catheter JL3.5 6F,15, 386.0 ," 5,789.5 ",10-??? ??? ????? ? ?????,1/30/2024
300,KDL angiography  Catheter JL4.0 6F,50, 386.0 ," 19,298.3 ",10-??? ??? ????? ? ?????,1/30/2024
301,KDL angiography  Catheter JR4.0   6F,15, 386.0 ," 5,789.5 ",10-??? ??? ????? ? ?????,1/30/2024
302,SUNMED_Guide wire 0.035x150cm_ J-tip,30, 157.9 ," 4,736.8 ",10-??? ??? ????? ? ?????,1/30/2024
199,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 4,400.0 "," 4,400.0 ",2-?????? ????? ???????,1/20/2024
200,KDL angiography  Catheter Ver  4F,1, 990.0 , 990.0 ,2-?????? ????? ???????,1/20/2024
361,KDL angiography  Catheter RIM -5F,1, 990.0 , 990.0 ,2-?????? ????? ???????,2/3/2024
362,BARTY Cross over 55c-6f,1," 6,050.0 "," 6,050.0 ",2-?????? ????? ???????,2/3/2024
363,PTA Balloon _HERMES 0.35 _820-050150-150,1," 4,950.0 "," 4,950.0 ",2-?????? ????? ???????,2/3/2024
763,PTA Balloon _MINERVA 0.18 _803-030200-150,1," 4,736.8 "," 4,736.8 ",2-?????? ????? ???????,2/20/2024
764,KDL-INT PTA Wire 0.18×300,1," 3,508.8 "," 3,508.8 ",2-?????? ????? ???????,2/20/2024
167,KDL angiography  Catheter C2-5F/65CM,3, 789.5 ," 2,368.4 ",2-????? ??? ?????? ??? ???????,1/18/2024
168,KDL angiography  Catheter C2-4F/65CM,2, 789.5 ," 1,579.0 ",2-????? ??? ?????? ??? ???????,1/18/2024
842,KDL angiography  Catheter JL3.5 6F,10, 482.5 ," 4,824.6 ",2-????? ??? ?????? ??? ???????,2/25/2024
843,KDL angiography  Catheter JR3.5   6F,10, 482.5 ," 4,824.6 ",2-????? ??? ?????? ??? ???????,2/25/2024
1266,KDL angiography  Catheter Sim 2 5f,2," 1,359.7 "," 2,719.3 ",2-????? ??? ?????? ??? ???????,3/18/2024
1267,KDL angiography  Catheter Ver  5F,1," 1,359.7 "," 1,359.7 ",2-????? ??? ?????? ??? ???????,3/18/2024
50,SUNMED _Inflation Device,5, 394.7 ," 1,973.7 ",2-?????? ??????? ???????,1/8/2024
202,KDL_Introducer set femoral 7F,20, 271.9 ," 5,438.6 ",2-?????? ??????? ???????,1/20/2024
203,SUNMED_TR Closure band,50, 307.0 ," 15,350.9 ",2-?????? ??????? ???????,1/20/2024
204,SUNMED_Guide wire 0.035x150cm_ J-tip,50, 157.9 ," 7,894.7 ",2-?????? ??????? ???????,1/20/2024
216,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 3,728.1 "," 3,728.1 ",2-?????? ??????? ???????,1/21/2024
217,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 1,666.7 "," 1,666.7 ",2-?????? ??????? ???????,1/21/2024
230,SUNMED_TR Closure band,50, 307.0 ," 15,350.9 ",2-?????? ??????? ???????,1/22/2024
237,SUNMED_Guide wire 0.038x150cm_ J-tip,50, 157.9 ," 7,894.7 ",2-?????? ??????? ???????,1/22/2024
315,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 1,666.7 "," 1,666.7 ",2-?????? ??????? ???????,1/31/2024
548,KDL angiography  Catheter RIM -5F,1, 789.5 , 789.5 ,2-?????? ??????? ???????,2/10/2024
708,KDL angiography  Catheter RIM -5F,1, 789.5 , 789.5 ,2-?????? ??????? ???????,2/18/2024
775,SUNMED_Haemostatic valves p&p,100, 153.5 ," 15,350.9 ",2-?????? ??????? ???????,2/21/2024
776,KDL_Introducer set femoral 8F,10, 271.9 ," 2,719.3 ",2-?????? ??????? ???????,2/21/2024
777,KDL_Introducer set femoral 7F,10, 271.9 ," 2,719.3 ",2-?????? ??????? ???????,2/21/2024
778,KDL angiography  Catheter RIM -5F,1, 789.5 , 789.5 ,2-?????? ??????? ???????,2/21/2024
779,PTA Balloon _MINERVA 0.18 _803-030080-150,1," 4,079.0 "," 4,079.0 ",2-?????? ??????? ???????,2/21/2024
868,KDL angiography  Catheter RIM -5F,1, 789.5 , 789.5 ,2-?????? ??????? ???????,2/27/2024
869,PTA Balloon _MINERVA 0.18 _803-050080-150,1," 4,079.0 "," 4,079.0 ",2-?????? ??????? ???????,2/27/2024
1174,KDL angiography  Catheter RIM -5F,1, 789.5 , 789.5 ,2-?????? ??????? ???????,3/12/2024
169,KDL angiography  Catheter Ver  5F,65, 789.5 ," 51,315.8 ",2-?????? ?????????,1/18/2024
170,KDL angiography  Catheter RIM -5F,5, 789.5 ," 3,947.4 ",2-?????? ?????????,1/18/2024
171,KDL angiography  Catheter JL3.5 6F,150, 390.4 ," 58,552.6 ",2-?????? ?????????,1/18/2024
172,KDL angiography  Catheter JL4.0 6F,10, 390.4 ," 3,903.5 ",2-?????? ?????????,1/18/2024
173,KDL angiography  Catheter MP 6F,5, 390.4 ," 1,951.8 ",2-?????? ?????????,1/18/2024
175,KDL_Introducer set transradial 6F_110mm,40, 372.8 ," 14,912.3 ",2-?????? ?????????,1/18/2024
176,KDL_Introducer set femoral 8F,10, 271.9 ," 2,719.3 ",2-?????? ?????????,1/20/2024
177,KDL angiography  Catheter MP 6F,15, 390.4 ," 5,855.3 ",2-?????? ?????????,1/20/2024
178,KDL angiography  Catheter JL4.0 6F,20, 390.4 ," 7,807.0 ",2-?????? ?????????,1/20/2024
179,KDL angiography  Catheter 3DRC,10, 390.4 ," 3,903.5 ",2-?????? ?????????,1/20/2024
180,KDL angiography  Catheter RIM -5F,5, 789.5 ," 3,947.4 ",2-?????? ?????????,1/20/2024
181,KDL_Introducer set femoral 7F,150, 271.9 ," 40,789.5 ",2-?????? ?????????,1/20/2024
182,KDL_Introducer set transradial 6F_70mm,150, 372.8 ," 55,921.1 ",2-?????? ?????????,1/20/2024
183,SUNMED_Guide wire 260cm*0.35_ J-tip,50, 377.2 ," 18,859.7 ",2-?????? ?????????,1/20/2024
184,SUNMED_Haemostatic valves p&p,500, 153.5 ," 76,754.4 ",2-?????? ?????????,1/20/2024
185,SUNMED_TR Closure band,150, 307.0 ," 46,052.6 ",2-?????? ?????????,1/20/2024
186,SUNMED_Manifold and stopcocks,850, 59.6 ," 50,701.7 ",2-?????? ?????????,1/20/2024
187,BARTY Cross over 55c-7f,3," 5,263.2 "," 15,789.5 ",2-?????? ?????????,1/20/2024
390,Peripheral Stent System ZX05120125B,1," 23,000.0 "," 23,000.0 ",2-?????? ?????????,2/5/2024
710,KDL_Introducer set femoral 10F,1," 3,508.8 "," 3,508.8 ",2-?????? ?????????,2/18/2024
805,SUNMED_TR Closure band,200, 307.0 ," 61,403.5 ",2-?????? ?????????,2/22/2024
806,SUNMED_Guide wire 0.035x150cm_ J-tip,50, 157.9 ," 7,894.7 ",2-?????? ?????????,2/22/2024
807,KDL angiography  Catheter JL3.5 6F,115, 390.4 ," 44,890.3 ",2-?????? ?????????,2/22/2024
808,KDL angiography  Catheter JL4.0 6F,25, 390.4 ," 9,758.8 ",2-?????? ?????????,2/22/2024
809,KDL angiography  Catheter MP 6F,15, 390.4 ," 5,855.3 ",2-?????? ?????????,2/22/2024
810,KDL_Introducer set femoral 6F,250, 271.9 ," 67,982.5 ",2-?????? ?????????,2/22/2024
811,KDL_Introducer set femoral 8F,10, 271.9 ," 2,719.3 ",2-?????? ?????????,2/22/2024
1342,PTA Balloon _MINERVA 0.18 _803-050080-150,1," 5,701.8 "," 5,701.8 ",2-?????? ?????????,3/23/2024
1343,KDL-INT PTA Wire 0.18×300,1," 3,947.4 "," 3,947.4 ",2-?????? ?????????,3/23/2024
82,KDL angiography  Catheter JL3.5 6F,120, 450.0 ," 54,000.0 ",2-?????? ??????????,1/11/2024
83,KDL angiography  Catheter JR3.5   6F,120, 450.0 ," 54,000.0 ",2-?????? ??????????,1/11/2024
84,KDL angiography  Catheter JR4.0   6F,5, 450.0 ," 2,250.0 ",2-?????? ??????????,1/11/2024
85,KDL angiography  Catheter JL4.0 6F,5, 450.0 ," 2,250.0 ",2-?????? ??????????,1/11/2024
761,KDL angiography  Catheter JR3.5   6F,100, 416.7 ," 41,666.7 ",2-?????? ??????????,2/20/2024
762,KDL angiography  Catheter JL3.5 6F,150, 416.7 ," 62,500.0 ",2-?????? ??????????,2/20/2024
70,PTA Balloon _MINERVA 0.18 _803-030200-150,1," 3,947.4 "," 3,947.4 ",3-???? ????,1/11/2024
93,KDL angiography  Catheter Ver  4F,1, 964.9 , 964.9 ,3-???? ????,1/13/2024
205,KDL_Introducer set transradial 6F_110mm,10, 394.7 ," 3,947.4 ",3-???? ????,1/20/2024
374,KDL Guiding Catheter JR3.5 6F,10," 1,140.4 "," 11,403.5 ",3-???? ????,2/4/2024
375,KDL Guiding Catheter AL1 6F,5," 1,140.4 "," 5,701.8 ",3-???? ????,2/4/2024
376,KDL Guiding Catheter 3DRC 6F,5," 1,140.4 "," 5,701.8 ",3-???? ????,2/4/2024
377,KDL angiography  Catheter 3DRC,5, 416.7 ," 2,083.3 ",3-???? ????,2/4/2024
378,KDL angiography  Catheter JR4.0   6F,17, 416.7 ," 7,083.3 ",3-???? ????,2/4/2024
379,KDL angiography  Catheter JR3.5   6F,18, 416.7 ," 7,500.0 ",3-???? ????,2/4/2024
380,SUNMED_Disposable Needle,50, 39.5 ," 1,973.7 ",3-???? ????,2/4/2024
381,KDL_Introducer set transradial 6F_110mm,15, 394.7 ," 5,921.1 ",3-???? ????,2/4/2024
382,KDL_Introducer set femoral 7F,20, 350.9 ," 7,017.6 ",3-???? ????,2/4/2024
905,KDL_Introducer set transradial 6F_110mm,20, 438.6 ," 8,771.9 ",3-???? ????,2/28/2024
906,KDL_Introducer set transradial 7F_110mm,20, 701.8 ," 14,035.1 ",3-???? ????,2/28/2024
907,KDL_Introducer set femoral 8F,10, 482.5 ," 4,824.6 ",3-???? ????,2/28/2024
1257,SUNMED_Manifold and stopcocks,25, 96.5 ," 2,412.3 ",3-???? ????,3/17/2024
1258,SUNMED _Inflation Device,25, 657.9 ," 16,447.4 ",3-???? ????,3/17/2024
71,PTA Balloon _ATROPOS 0.35 _819-060200-150,1," 4,400.0 "," 4,400.0 ",3-?????? ????? ???????,1/11/2024
86,BARTY Cross over 55c-6f,1," 6,050.0 "," 6,050.0 ",3-?????? ????? ???????,1/13/2024
91,Lifetech_Fustar Steerable Introducer 14F -800,1," 22,000.0 "," 22,000.0 ",3-?????? ????? ???????,1/13/2024
129,BARTY Cross over 55c-6f,1," 6,050.0 "," 6,050.0 ",3-?????? ????? ???????,1/16/2024
163,PTA Balloon _ATROPOS 0.35 _819-060060-150,1," 4,400.0 "," 4,400.0 ",3-?????? ????? ???????,1/18/2024
164,PTA Balloon _HERMES 0.35 _820-100060-150,1," 4,950.0 "," 4,950.0 ",3-?????? ????? ???????,1/18/2024
165,BARTY long sheath straight   90c-6F,1," 7,150.0 "," 7,150.0 ",3-?????? ????? ???????,1/18/2024
166,KDL_Introducer set femoral 6F,1, 297.0 , 297.0 ,3-?????? ????? ???????,1/18/2024
212,KDL_Introducer set femoral 7F,1, 413.0 , 413.0 ,3-?????? ????? ???????,1/21/2024
359,PTA Balloon _MINERVA 0.18 _803-020120-150,1," 4,650.0 "," 4,650.0 ",3-?????? ????? ???????,2/3/2024
360,KDL-INT PTA Wire 0.18×300,1," 4,000.0 "," 4,000.0 ",3-?????? ????? ???????,2/3/2024
371,stent Resolute Oneyx 2.00-30,6," 6,500.0 "," 39,000.0 ",3-?????? ????? ???????,2/3/2024
372,Balloon SC Solarice 1.50-15,4," 1,500.0 "," 6,000.0 ",3-?????? ????? ???????,2/3/2024
468,BARTY Cross over 55c-6f,1," 6,050.0 "," 6,050.0 ",3-?????? ????? ???????,2/7/2024
488,stent Resolute Oneyx 2.00-30,1," 6,500.0 "," 6,500.0 ",3-?????? ????? ???????,2/7/2024
489,KDL angiography  Catheter Ver  4F,1," 1,200.0 "," 1,200.0 ",3-?????? ????? ???????,2/8/2024
490,PTA Balloon _MINERVA 0.18 _803-030200-150,1," 4,620.0 "," 4,620.0 ",3-?????? ????? ???????,2/8/2024
491,KDL_Introducer set femoral 6F,1, 450.0 , 450.0 ,3-?????? ????? ???????,2/8/2024
547,KDL_Introducer set femoral 6F,1, 450.0 , 450.0 ,3-?????? ????? ???????,2/10/2024
624,stent Resolute Oneyx 2.00-30,3," 6,500.0 "," 19,500.0 ",3-?????? ????? ???????,2/12/2024
625,Balloon NC Euphora 2.50-20,2," 1,500.0 "," 3,000.0 ",3-?????? ????? ???????,2/12/2024
626,Balloon NC Solarice 2.75-12,5," 1,500.0 "," 7,500.0 ",3-?????? ????? ???????,2/12/2024
644,BARTY Cross over 55c-6f,1," 6,050.0 "," 6,050.0 ",3-?????? ????? ???????,2/14/2024
758,stent Resolute Oneyx 2.00-30,1," 6,500.0 "," 6,500.0 ",3-?????? ????? ???????,2/19/2024
759,KDL_Introducer set femoral 7F,1, 550.0 , 550.0 ,3-?????? ????? ???????,2/20/2024
760,KDL_Introducer set femoral 8F,1, 600.0 , 600.0 ,3-?????? ????? ???????,2/20/2024
835,KDL_Introducer set femoral 8F,2, 600.0 ," 1,200.0 ",3-?????? ????? ???????,2/24/2024
836,BARTY long sheath straight   90c-6F,1," 8,500.0 "," 8,500.0 ",3-?????? ????? ???????,2/24/2024
837,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 6,300.0 "," 6,300.0 ",3-?????? ????? ???????,2/24/2024
838,KDL angiography  Catheter Ver  5F-125cm,1," 1,200.0 "," 1,200.0 ",3-?????? ????? ???????,2/24/2024
937,KDL_Introducer set femoral 10F,1," 4,000.0 "," 4,000.0 ",3-?????? ????? ???????,3/3/2024
1047,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 6,300.0 "," 6,300.0 ",3-?????? ????? ???????,3/4/2024
1108,stent Resolute Oneyx 2.00-30,2," 6,500.0 "," 13,000.0 ",3-?????? ????? ???????,3/5/2024
1109,Balloon NC Solarice 2.50-08,2," 1,500.0 "," 3,000.0 ",3-?????? ????? ???????,3/5/2024
1162,BARTY Cross over 55c-6f,1," 7,500.0 "," 7,500.0 ",3-?????? ????? ???????,3/10/2024
1194,KDL_Introducer set femoral 7F,1, 550.0 , 550.0 ,3-?????? ????? ???????,3/13/2024
1195,BARTY long sheath straight   90c-6F,1," 8,500.0 "," 8,500.0 ",3-?????? ????? ???????,3/13/2024
1196,KDL_Introducer set femoral 8F,1, 600.0 , 600.0 ,3-?????? ????? ???????,3/13/2024
1248,KDL_Introducer set femoral 6F,1, 450.0 , 450.0 ,3-?????? ????? ???????,3/17/2024
1249,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 6,300.0 "," 6,300.0 ",3-?????? ????? ???????,3/17/2024
1329,PTA Balloon _MINERVA 0.18 _803-025080-150,1," 6,500.0 "," 6,500.0 ",3-?????? ????? ???????,3/21/2024
1330,KDL_Introducer set femoral 6F,1, 500.0 , 500.0 ,3-?????? ????? ???????,3/21/2024
1331,BARTY long sheath straight   90c-6F,1," 8,500.0 "," 8,500.0 ",3-?????? ????? ???????,3/21/2024
192,BARTY long sheath straight   45c-6F,1," 5,548.3 "," 5,548.3 ",3-?????? ?????? ?????? ???????,1/20/2024
780,KDL_Introducer set femoral 6F,40, 438.6 ," 17,544.0 ",3-?????? ?????? ?????? ???????,2/21/2024
794,PTA Balloon _ATROPOS 0.35 _819-060150-150,1," 4,539.5 "," 4,539.5 ",3-?????? ?????? ?????? ???????,2/22/2024
795,KDL-INT PTA Wire 0.18×300,1," 3,070.2 "," 3,070.2 ",3-?????? ?????? ?????? ???????,2/22/2024
796,KDL angiography  Catheter RIM -5F,1, 907.9 , 907.9 ,3-?????? ?????? ?????? ???????,2/22/2024
797,BARTY Cross over 55c-6f,1," 5,548.3 "," 5,548.3 ",3-?????? ?????? ?????? ???????,2/22/2024
1052,KDL_Introducer set femoral 7F,10, 570.2 ," 5,701.8 ",3-?????? ?????? ?????? ???????,3/5/2024
1053,KDL_Introducer set femoral 8F,10, 614.0 ," 6,140.4 ",3-?????? ?????? ?????? ???????,3/5/2024
1054,KDL angiography  Catheter Ver  5F,5," 1,052.6 "," 5,263.2 ",3-?????? ?????? ?????? ???????,3/5/2024
339,KDL_Introducer set transradial 6F_70mm,20, 438.6 ," 8,771.9 ",3-?????? ???????? ?????,1/31/2024
340,SUNMED_Manifold and stopcocks,5, 65.8 , 329.0 ,3-?????? ???????? ?????,1/31/2024
341,SUNMED_Guide wire 0.035x150cm_ J-tip,60, 157.9 ," 9,473.7 ",3-?????? ???????? ?????,1/31/2024
342,KDL angiography  Catheter JL5.0 6F,1, 482.5 , 482.5 ,3-?????? ???????? ?????,1/31/2024
343,KDL angiography  Catheter 3DRC,5, 482.5 ," 2,412.3 ",3-?????? ???????? ?????,1/31/2024
344,KDL angiography  Catheter PIG 5f,1, 570.2 , 570.2 ,3-?????? ???????? ?????,1/31/2024
345,KDL angiography  Catheter JR4.0   5F,2, 570.2 ," 1,140.4 ",3-?????? ???????? ?????,1/31/2024
346,KDL angiography  Catheter MP 5F,1, 570.2 , 570.2 ,3-?????? ???????? ?????,1/31/2024
676,KDL angiography  Catheter JR4.0   4F,1, 592.1 , 592.1 ,3-?????? ???????? ?????,2/14/2024
786,KDL angiography  Catheter JL3.5 6F,10, 482.5 ," 4,824.6 ",3-?????? ???????? ?????,2/21/2024
787,KDL angiography  Catheter JR3.5   6F,10, 482.5 ," 4,824.6 ",3-?????? ???????? ?????,2/21/2024
788,KDL angiography  Catheter MP 6F,1, 482.5 , 482.5 ,3-?????? ???????? ?????,2/21/2024
789,SUNMED_TR Closure band,35, 337.7 ," 11,820.2 ",3-?????? ???????? ?????,2/21/2024
790,KDL_Introducer set transradial 6F_110mm,15, 438.6 ," 6,579.0 ",3-?????? ???????? ?????,2/21/2024
888,SUNMED_Manifold and stopcocks,65, 65.8 ," 4,276.3 ",3-?????? ???????? ?????,2/27/2024
1316,KDL angiography  Catheter Ver  5F,2," 1,359.7 "," 2,719.3 ",3-?????? ???????? ?????,3/20/2024
1317,KDL_Introducer set femoral 7F,3, 614.0 ," 1,842.1 ",3-?????? ???????? ?????,3/20/2024
364,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 3,947.4 "," 3,947.4 ",3-?????? ??? ??????,2/3/2024
365,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 1,579.0 "," 1,579.0 ",3-?????? ??? ??????,2/3/2024
383,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 1,579.0 "," 1,579.0 ",3-?????? ??? ??????,2/4/2024
384,KDL angiography  Catheter Ver  4F,1, 868.4 , 868.4 ,3-?????? ??? ??????,2/4/2024
385,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 3,947.4 "," 3,947.4 ",3-?????? ??? ??????,2/4/2024
386,PTA Balloon _MINERVA 0.18 _803-025200-150,1," 4,386.0 "," 4,386.0 ",3-?????? ??? ??????,2/4/2024
703,BARTY Cross over 55c-6f,1," 5,263.2 "," 5,263.2 ",3-?????? ??? ??????,2/18/2024
704,KDL angiography  Catheter RIM -5F,1, 868.4 , 868.4 ,3-?????? ??? ??????,2/18/2024
705,KDL angiography  Catheter Ver  4F,1, 868.4 , 868.4 ,3-?????? ??? ??????,2/18/2024
800,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 2,017.5 "," 2,017.5 ",3-?????? ??? ??????,2/22/2024
801,KDL angiography  Catheter Ver  5F,1," 1,096.5 "," 1,096.5 ",3-?????? ??? ??????,2/22/2024
840,KDL angiography  Catheter Ver  5F,1," 1,096.5 "," 1,096.5 ",3-?????? ??? ??????,2/25/2024
841,KDL angiography  Catheter Ver  4F,1," 1,096.5 "," 1,096.5 ",3-?????? ??? ??????,2/25/2024
939,BARTY Cross over 55c-6f,1," 6,579.0 "," 6,579.0 ",3-?????? ??? ??????,3/3/2024
940,KDL angiography  Catheter RIM -5F,1," 1,096.5 "," 1,096.5 ",3-?????? ??? ??????,3/3/2024
941,KDL angiography  Catheter Ver  5F,1," 1,096.5 "," 1,096.5 ",3-?????? ??? ??????,3/3/2024
1084,BARTY Cross over 55c-6f,1," 6,579.0 "," 6,579.0 ",3-?????? ??? ??????,3/5/2024
1085,KDL angiography  Catheter RIM -5F,1," 1,096.5 "," 1,096.5 ",3-?????? ??? ??????,3/5/2024
1086,KDL angiography  Catheter Ver  4F,1," 1,096.5 "," 1,096.5 ",3-?????? ??? ??????,3/5/2024
1087,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 5,482.5 "," 5,482.5 ",3-?????? ??? ??????,3/5/2024
1264,Lifetech_Aegisy vena cava filter,7," 26,315.8 "," 184,210.5 ",3-?????? ??? ??????,3/18/2024
373,KDL angiography  Catheter Ver  5F,20," 1,052.6 "," 21,052.6 ",3-????? ??????? ??????,2/4/2024
886,KDL angiography  Catheter C2-5F/65CM,2," 1,140.4 "," 2,280.7 ",3-????? ??????? ??????,2/27/2024
887,KDL angiography  Catheter Sim 2 5f,1," 1,140.4 "," 1,140.4 ",3-????? ??????? ??????,2/27/2024
1287,KDL angiography  Catheter PIG 6f,5, 570.2 ," 2,850.9 ",3-????? ??????? ??????,3/19/2024
235,KDL_Introducer set transradial 5F,50, 438.6 ," 21,929.8 ",6-?????? ?????,1/22/2024
249,KDL_Introducer set transradial 5F,150, 438.6 ," 65,789.5 ",6-?????? ?????,1/24/2024
250,KDL_Introducer set transradial 4F,150, 438.6 ," 65,789.5 ",6-?????? ?????,1/24/2024
251,SUNMED_Guide wire 260cm*0.35_ J-tip,10, 416.7 ," 4,166.7 ",6-?????? ?????,1/24/2024
260,KDL angiography  Catheter JR3.5   5F,15, 526.3 ," 7,894.7 ",6-?????? ?????,1/24/2024
767,KDL_Introducer set femoral 6F,50, 350.9 ," 17,543.9 ",6-?????? ?????,2/20/2024
768,KDL_Introducer set femoral 7F,30, 526.3 ," 15,789.5 ",6-?????? ?????,2/20/2024
769,KDL_Introducer set femoral 8F,30, 526.3 ," 15,789.5 ",6-?????? ?????,2/20/2024
770,BARTY Cross over 55c-7f,1," 5,438.6 "," 5,438.6 ",6-?????? ?????,2/20/2024
898,KDL angiography  Catheter JR3.5   5F,10, 570.2 ," 5,701.8 ",6-?????? ?????,2/28/2024
899,KDL angiography  Catheter MP 6F,15, 526.3 ," 7,894.7 ",6-?????? ?????,2/28/2024
900,KDL angiography  Catheter JR4.0   6F,30, 526.3 ," 15,789.5 ",6-?????? ?????,2/28/2024
901,KDL_Introducer set femoral 6F,50, 350.9 ," 17,543.9 ",6-?????? ?????,2/28/2024
105,KDL angiography  Catheter Ver  5F,2," 1,035.0 "," 2,070.0 ",6-?????? ???? ?????,1/14/2024
106,BARTY Cross over 55c-6f,1," 7,475.0 "," 7,475.0 ",6-?????? ???? ?????,1/14/2024
107,KDL angiography  Catheter Ver  4F,1," 1,035.0 "," 1,035.0 ",6-?????? ???? ?????,1/14/2024
347,BARTY long sheath straight   90c-6F,1," 7,150.0 "," 7,150.0 ",6-?????? ???? ?????,1/31/2024
116,KDL_Introducer set femoral 6F,2, 307.0 , 614.0 ,7- ??????? ??????? ??????,1/15/2024
117,KDL_Introducer set femoral 7F,10, 372.8 ," 3,728.1 ",7- ??????? ??????? ??????,1/15/2024
240,KDL angiography  Catheter C2-5F/65CM,2, 964.9 ," 1,929.8 ",7- ??????? ??????? ??????,1/23/2024
652,KDL angiography  Catheter C2-5F/65CM,1," 1,140.4 "," 1,140.4 ",7- ??????? ??????? ??????,2/14/2024
1116,KDL_Introducer set femoral 6F,100, 350.9 ," 35,087.7 ",7-????? ???,3/6/2024
294,SUNMED_Guide wire 0.038x150cm_ J-tip,200, 175.4 ," 35,087.7 ",7-???? ????? ?? ??????? ??????,1/30/2024
291,KDL_Introducer set transradial 6F_70mm,200, 416.7 ," 83,333.3 ",7-???? ??? ???????,1/29/2024
52,BARTY Cross over 55c-6f,1," 6,140.4 "," 6,140.4 ",7-?????? ?????,1/9/2024
425,stent Resolute Integrity 2.50-18,1," 4,250.0 "," 4,250.0 ",7-?????? ?????,2/6/2024
426,stent Resolute Integrity 2.50-22,1," 4,250.0 "," 4,250.0 ",7-?????? ?????,2/6/2024
427,stent Resolute Integrity 2.50-26,1," 4,250.0 "," 4,250.0 ",7-?????? ?????,2/6/2024
428,stent Resolute Integrity 2.50-30,1," 4,250.0 "," 4,250.0 ",7-?????? ?????,2/6/2024
429,stent Resolute Integrity 2.75-18,1," 4,250.0 "," 4,250.0 ",7-?????? ?????,2/6/2024
430,stent Resolute Integrity 2.75-22,1," 4,250.0 "," 4,250.0 ",7-?????? ?????,2/6/2024
431,stent Resolute Integrity 2.75-26,2," 4,250.0 "," 8,500.0 ",7-?????? ?????,2/6/2024
432,stent Resolute Integrity 2.75-30,3," 4,250.0 "," 12,750.0 ",7-?????? ?????,2/6/2024
433,stent Resolute Integrity 3.00-18,1," 4,250.0 "," 4,250.0 ",7-?????? ?????,2/6/2024
434,stent Resolute Integrity 3.00-22,1," 4,250.0 "," 4,250.0 ",7-?????? ?????,2/6/2024
435,stent Resolute Integrity 3.00-30,2," 4,250.0 "," 8,500.0 ",7-?????? ?????,2/6/2024
436,stent Resolute Integrity 3.00-34,2," 4,250.0 "," 8,500.0 ",7-?????? ?????,2/6/2024
437,stent Resolute Integrity 3.00-38,3," 4,250.0 "," 12,750.0 ",7-?????? ?????,2/6/2024
438,stent Resolute Integrity 3.50-18,1," 4,250.0 "," 4,250.0 ",7-?????? ?????,2/6/2024
439,stent Resolute Integrity 3.50-22,1," 4,250.0 "," 4,250.0 ",7-?????? ?????,2/6/2024
440,stent Resolute Integrity 3.50-26,2," 4,250.0 "," 8,500.0 ",7-?????? ?????,2/6/2024
441,stent Resolute Integrity 3.50-30,2," 4,250.0 "," 8,500.0 ",7-?????? ?????,2/6/2024
442,stent Resolute Integrity 3.50-34,2," 4,250.0 "," 8,500.0 ",7-?????? ?????,2/6/2024
443,stent Resolute Integrity 3.50-38,3," 4,250.0 "," 12,750.0 ",7-?????? ?????,2/6/2024
444,stent Resolute Integrity 4.00-18,1," 4,250.0 "," 4,250.0 ",7-?????? ?????,2/6/2024
445,stent Resolute Integrity 4.00-22,1," 4,250.0 "," 4,250.0 ",7-?????? ?????,2/6/2024
446,stent Resolute Integrity 4.00-26,1," 4,250.0 "," 4,250.0 ",7-?????? ?????,2/6/2024
447,stent Resolute Integrity 3.50-26,2," 4,250.0 "," 8,500.0 ",7-?????? ?????,2/6/2024
474,stent Resolute Integrity 3.50-30,1," 4,500.0 "," 4,500.0 ",7-?????? ?????,2/7/2024
475,stent Resolute Integrity 3.50-34,3," 4,500.0 "," 13,500.0 ",7-?????? ?????,2/7/2024
476,stent Resolute Integrity 3.50-38,3," 4,500.0 "," 13,500.0 ",7-?????? ?????,2/7/2024
477,stent Resolute Integrity 4.00-18,1," 4,500.0 "," 4,500.0 ",7-?????? ?????,2/7/2024
